Publication,Type,Method,Period,Revenue,Subscribers,Subscriptions,ARPU,Cancelations,Reason,Voluntary Churn,Involuntary Churn
All,All,All,2024-10-19,1205,1728,5184,0.6973379629629629,172,Deaseaed,Yes,No
All,All,All,2024-10-20,1010,564,1692,1.7907801418439717,56,Expired CC,Yes,Yes
All,All,All,2024-10-21,1465,1618,14562,0.9054388133498146,161,Deaseaed,No,Yes
All,All,All,2024-10-22,1311,2537,12685,0.5167520693732756,253,Expired CC,Yes,No
All,All,All,2024-10-23,1012,1288,5152,0.7857142857142857,128,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1096,2689,24201,0.4075864633692823,268,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1492,2205,11025,0.6766439909297052,220,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1193,1490,14900,0.8006711409395973,149,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1361,1125,1125,1.2097777777777778,112,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1050,259,2331,4.054054054054054,25,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1152,741,2964,1.5546558704453441,74,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1427,2292,6876,0.6226003490401396,229,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1071,1172,7032,0.9138225255972696,117,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1096,2689,24201,0.4075864633692823,268,Expired CC,Yes,No
All,All,All,2024-10-17,1492,2205,11025,0.6766439909297052,220,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1193,1490,14900,0.8006711409395973,149,Expired CC,No,Yes
All,All,All,2024-10-19,1361,1125,1125,1.2097777777777778,112,Deaseaed,Yes,No
All,All,All,2024-10-20,1050,259,2331,4.054054054054054,25,Expired CC,Yes,Yes
All,All,All,2024-10-21,1152,741,2964,1.5546558704453441,74,Deaseaed,No,Yes
All,All,All,2024-10-22,1427,2292,6876,0.6226003490401396,229,Expired CC,Yes,No
All,All,All,2024-10-23,1071,1172,7032,0.9138225255972696,117,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1376,1390,13900,0.9899280575539569,139,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1269,720,2160,1.7625,72,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1462,882,4410,1.657596371882086,88,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1485,1721,8605,0.862870424171993,172,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1064,2329,16303,0.45684843280377846,232,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1001,2061,20610,0.48568655992236776,206,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1393,1811,18110,0.7691882937603534,181,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1097,641,2564,1.7113884555382215,64,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1376,1390,13900,0.9899280575539569,139,Expired CC,Yes,No
All,All,All,2024-10-17,1269,720,2160,1.7625,72,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1462,882,4410,1.657596371882086,88,Expired CC,No,Yes
All,All,All,2024-10-19,1485,1721,8605,0.862870424171993,172,Deaseaed,Yes,No
All,All,All,2024-10-20,1064,2329,16303,0.45684843280377846,232,Expired CC,Yes,Yes
All,All,All,2024-10-21,1001,2061,20610,0.48568655992236776,206,Deaseaed,No,Yes
All,All,All,2024-10-22,1393,1811,18110,0.7691882937603534,181,Expired CC,Yes,No
All,All,All,2024-10-23,1097,641,2564,1.7113884555382215,64,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1101,1608,1608,0.6847014925373134,160,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1486,632,3160,2.3512658227848102,63,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1392,290,2900,4.8,29,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1411,204,1836,6.916666666666667,20,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1219,2988,26892,0.40796519410977244,298,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1144,2394,16758,0.4778613199665831,239,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1481,2280,9120,0.6495614035087719,228,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1232,1702,3404,0.7238542890716804,170,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1101,1608,1608,0.6847014925373134,160,Expired CC,Yes,No
All,All,All,2024-10-17,1486,632,3160,2.3512658227848102,63,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1392,290,2900,4.8,29,Expired CC,No,Yes
All,All,All,2024-10-19,1411,204,1836,6.916666666666667,20,Deaseaed,Yes,No
All,All,All,2024-10-20,1219,2988,26892,0.40796519410977244,298,Expired CC,Yes,Yes
All,All,All,2024-10-21,1144,2394,16758,0.4778613199665831,239,Deaseaed,No,Yes
All,All,All,2024-10-22,1481,2280,9120,0.6495614035087719,228,Expired CC,Yes,No
All,All,All,2024-10-23,1232,1702,3404,0.7238542890716804,170,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1391,2156,17248,0.6451762523191095,215,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1083,652,1304,1.6610429447852761,65,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1043,1187,2374,0.8786857624262847,118,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1380,1271,10168,1.085759244689221,127,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1299,2919,23352,0.4450154162384378,291,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1361,121,847,11.24793388429752,12,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1132,796,5572,1.4221105527638191,79,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1047,459,2295,2.281045751633987,45,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1391,2156,17248,0.6451762523191095,215,Expired CC,Yes,No
All,All,All,2024-10-17,1083,652,1304,1.6610429447852761,65,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1043,1187,2374,0.8786857624262847,118,Expired CC,No,Yes
All,All,All,2024-10-19,1380,1271,10168,1.085759244689221,127,Deaseaed,Yes,No
All,All,All,2024-10-20,1299,2919,23352,0.4450154162384378,291,Expired CC,Yes,Yes
All,All,All,2024-10-21,1361,121,847,11.24793388429752,12,Deaseaed,No,Yes
All,All,All,2024-10-22,1132,796,5572,1.4221105527638191,79,Expired CC,Yes,No
All,All,All,2024-10-23,1047,459,2295,2.281045751633987,45,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1041,1208,2416,0.8617549668874173,120,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1037,343,2058,3.0233236151603498,34,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1060,154,462,6.883116883116883,15,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1038,935,4675,1.1101604278074866,93,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1224,648,1944,1.8888888888888888,64,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1265,522,2610,2.4233716475095783,52,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1145,1485,8910,0.7710437710437711,148,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1245,1908,1908,0.6525157232704403,190,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1041,1208,2416,0.8617549668874173,120,Expired CC,Yes,No
All,All,All,2024-10-17,1037,343,2058,3.0233236151603498,34,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1060,154,462,6.883116883116883,15,Expired CC,No,Yes
All,All,All,2024-10-19,1038,935,4675,1.1101604278074866,93,Deaseaed,Yes,No
All,All,All,2024-10-20,1224,648,1944,1.8888888888888888,64,Expired CC,Yes,Yes
All,All,All,2024-10-21,1265,522,2610,2.4233716475095783,52,Deaseaed,No,Yes
All,All,All,2024-10-22,1145,1485,8910,0.7710437710437711,148,Expired CC,Yes,No
All,All,All,2024-10-23,1245,1908,1908,0.6525157232704403,190,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1458,873,6984,1.6701030927835052,87,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1411,539,4851,2.6178107606679037,53,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1106,1337,9359,0.8272251308900523,133,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1263,2778,19446,0.45464362850971923,277,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1334,2730,10920,0.48864468864468863,273,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1298,1499,1499,0.8659106070713809,149,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1160,991,3964,1.170534813319879,99,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1234,1582,4746,0.7800252844500632,158,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1458,873,6984,1.6701030927835052,87,Expired CC,Yes,No
All,All,All,2024-10-17,1411,539,4851,2.6178107606679037,53,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1106,1337,9359,0.8272251308900523,133,Expired CC,No,Yes
All,All,All,2024-10-19,1263,2778,19446,0.45464362850971923,277,Deaseaed,Yes,No
All,All,All,2024-10-20,1334,2730,10920,0.48864468864468863,273,Expired CC,Yes,Yes
All,All,All,2024-10-21,1298,1499,1499,0.8659106070713809,149,Deaseaed,No,Yes
All,All,All,2024-10-22,1160,991,3964,1.170534813319879,99,Expired CC,Yes,No
All,All,All,2024-10-23,1234,1582,4746,0.7800252844500632,158,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1192,2043,20430,0.5834557023984337,204,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1347,490,490,2.7489795918367346,49,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1147,1415,1415,0.8106007067137809,141,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1269,427,2989,2.971896955503513,42,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1456,2626,13130,0.5544554455445545,262,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1190,1276,1276,0.932601880877743,127,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1431,573,4011,2.4973821989528795,57,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1057,820,4100,1.2890243902439025,82,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1192,2043,20430,0.5834557023984337,204,Expired CC,Yes,No
All,All,All,2024-10-17,1347,490,490,2.7489795918367346,49,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1147,1415,1415,0.8106007067137809,141,Expired CC,No,Yes
All,All,All,2024-10-19,1269,427,2989,2.971896955503513,42,Deaseaed,Yes,No
All,All,All,2024-10-20,1456,2626,13130,0.5544554455445545,262,Expired CC,Yes,Yes
All,All,All,2024-10-21,1190,1276,1276,0.932601880877743,127,Deaseaed,No,Yes
All,All,All,2024-10-22,1431,573,4011,2.4973821989528795,57,Expired CC,Yes,No
All,All,All,2024-10-23,1057,820,4100,1.2890243902439025,82,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1322,2742,16452,0.48212983223924144,274,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1015,2631,7893,0.38578487267198786,263,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1435,698,1396,2.055873925501433,69,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1452,2154,19386,0.6740947075208914,215,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1010,971,971,1.0401647785787849,97,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1251,569,5690,2.1985940246045694,56,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1195,1739,10434,0.6871765382403681,173,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1372,468,4680,2.9316239316239314,46,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1322,2742,16452,0.48212983223924144,274,Expired CC,Yes,No
All,All,All,2024-10-17,1015,2631,7893,0.38578487267198786,263,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1435,698,1396,2.055873925501433,69,Expired CC,No,Yes
All,All,All,2024-10-19,1452,2154,19386,0.6740947075208914,215,Deaseaed,Yes,No
All,All,All,2024-10-20,1010,971,971,1.0401647785787849,97,Expired CC,Yes,Yes
All,All,All,2024-10-21,1251,569,5690,2.1985940246045694,56,Deaseaed,No,Yes
All,All,All,2024-10-22,1195,1739,10434,0.6871765382403681,173,Expired CC,Yes,No
All,All,All,2024-10-23,1372,468,4680,2.9316239316239314,46,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1427,2909,29090,0.4905465795806119,290,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1495,2476,22284,0.6037964458804523,247,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1410,1381,9667,1.0209992758870383,138,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1000,1244,9952,0.8038585209003215,124,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1056,171,855,6.175438596491228,17,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1100,2398,2398,0.45871559633027525,239,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1177,2613,23517,0.45044010715652505,261,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1454,1691,1691,0.8598462448255471,169,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1427,2909,29090,0.4905465795806119,290,Expired CC,Yes,No
All,All,All,2024-10-17,1495,2476,22284,0.6037964458804523,247,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1410,1381,9667,1.0209992758870383,138,Expired CC,No,Yes
All,All,All,2024-10-19,1000,1244,9952,0.8038585209003215,124,Deaseaed,Yes,No
All,All,All,2024-10-20,1056,171,855,6.175438596491228,17,Expired CC,Yes,Yes
All,All,All,2024-10-21,1100,2398,2398,0.45871559633027525,239,Deaseaed,No,Yes
All,All,All,2024-10-22,1177,2613,23517,0.45044010715652505,261,Expired CC,Yes,No
All,All,All,2024-10-23,1454,1691,1691,0.8598462448255471,169,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1238,804,6432,1.5398009950248757,80,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1015,303,303,3.34983498349835,30,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1433,350,2800,4.094285714285714,35,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1457,824,7416,1.7682038834951457,82,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1035,2085,14595,0.49640287769784175,208,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1099,154,924,7.136363636363637,15,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1325,1398,5592,0.9477825464949928,139,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1400,1527,13743,0.91683038637852,152,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1238,804,6432,1.5398009950248757,80,Expired CC,Yes,No
All,All,All,2024-10-17,1015,303,303,3.34983498349835,30,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1433,350,2800,4.094285714285714,35,Expired CC,No,Yes
All,All,All,2024-10-19,1457,824,7416,1.7682038834951457,82,Deaseaed,Yes,No
All,All,All,2024-10-20,1035,2085,14595,0.49640287769784175,208,Expired CC,Yes,Yes
All,All,All,2024-10-21,1099,154,924,7.136363636363637,15,Deaseaed,No,Yes
All,All,All,2024-10-22,1325,1398,5592,0.9477825464949928,139,Expired CC,Yes,No
All,All,All,2024-10-23,1400,1527,13743,0.91683038637852,152,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1468,1460,7300,1.0054794520547945,146,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1256,154,1078,8.155844155844155,15,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1215,587,1761,2.06984667802385,58,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1484,1241,12410,1.1958098307816276,124,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1077,2176,4352,0.49494485294117646,217,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1034,773,3092,1.3376455368693403,77,Deaseaed,No,Yes
ST,Corporate,Digital,2024-10-16,1077,1485,8910,0.7252525252525253,148,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1409,2597,25970,0.542549095109742,259,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1249,983,3932,1.2706002034587995,98,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1182,1691,16910,0.6989946777054997,169,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1393,2054,12324,0.6781888997078871,205,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1414,2466,4932,0.5733982157339822,246,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1140,2051,14357,0.5558264261335933,205,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1304,611,611,2.134206219312602,61,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1077,1485,8910,0.7252525252525253,148,Expired CC,Yes,No
All,All,All,2024-10-17,1409,2597,25970,0.542549095109742,259,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1249,983,3932,1.2706002034587995,98,Expired CC,No,Yes
All,All,All,2024-10-19,1182,1691,16910,0.6989946777054997,169,Deaseaed,Yes,No
All,All,All,2024-10-20,1393,2054,12324,0.6781888997078871,205,Expired CC,Yes,Yes
All,All,All,2024-10-21,1414,2466,4932,0.5733982157339822,246,Deaseaed,No,Yes
All,All,All,2024-10-22,1140,2051,14357,0.5558264261335933,205,Expired CC,Yes,No
All,All,All,2024-10-23,1304,611,611,2.134206219312602,61,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1345,2275,18200,0.5912087912087912,227,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1368,456,912,3.0,45,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1066,2367,2367,0.4503591043514998,236,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1147,1278,3834,0.8974960876369327,127,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1305,1651,13208,0.7904300423985463,165,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1464,402,2814,3.6417910447761193,40,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1182,2125,6375,0.556235294117647,212,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1057,1412,12708,0.7485835694050992,141,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1345,2275,18200,0.5912087912087912,227,Expired CC,Yes,No
All,All,All,2024-10-17,1368,456,912,3.0,45,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1066,2367,2367,0.4503591043514998,236,Expired CC,No,Yes
All,All,All,2024-10-19,1147,1278,3834,0.8974960876369327,127,Deaseaed,Yes,No
All,All,All,2024-10-20,1305,1651,13208,0.7904300423985463,165,Expired CC,Yes,Yes
All,All,All,2024-10-21,1464,402,2814,3.6417910447761193,40,Deaseaed,No,Yes
All,All,All,2024-10-22,1182,2125,6375,0.556235294117647,212,Expired CC,Yes,No
All,All,All,2024-10-23,1057,1412,12708,0.7485835694050992,141,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1414,2119,10595,0.6672958942897593,211,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1473,2319,13914,0.6351875808538163,231,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1473,148,1184,9.952702702702704,14,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1114,284,1704,3.9225352112676055,28,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1443,1072,8576,1.3460820895522387,107,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1210,2478,7434,0.4882970137207425,247,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1034,1890,17010,0.5470899470899471,189,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1139,257,1028,4.4319066147859925,25,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1414,2119,10595,0.6672958942897593,211,Expired CC,Yes,No
All,All,All,2024-10-17,1473,2319,13914,0.6351875808538163,231,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1473,148,1184,9.952702702702704,14,Expired CC,No,Yes
All,All,All,2024-10-19,1114,284,1704,3.9225352112676055,28,Deaseaed,Yes,No
All,All,All,2024-10-20,1443,1072,8576,1.3460820895522387,107,Expired CC,Yes,Yes
All,All,All,2024-10-21,1210,2478,7434,0.4882970137207425,247,Deaseaed,No,Yes
All,All,All,2024-10-22,1034,1890,17010,0.5470899470899471,189,Expired CC,Yes,No
All,All,All,2024-10-23,1139,257,1028,4.4319066147859925,25,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1086,2889,28890,0.37590861889927313,288,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1307,2018,14126,0.6476709613478692,201,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1469,2917,17502,0.5035995886184436,291,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1103,525,2625,2.100952380952381,52,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1022,2768,27680,0.36921965317919075,276,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1464,464,928,3.1551724137931036,46,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1462,1551,3102,0.9426176660219213,155,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1389,1592,7960,0.8724874371859297,159,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1086,2889,28890,0.37590861889927313,288,Expired CC,Yes,No
All,All,All,2024-10-17,1307,2018,14126,0.6476709613478692,201,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1469,2917,17502,0.5035995886184436,291,Expired CC,No,Yes
All,All,All,2024-10-19,1103,525,2625,2.100952380952381,52,Deaseaed,Yes,No
All,All,All,2024-10-20,1022,2768,27680,0.36921965317919075,276,Expired CC,Yes,Yes
All,All,All,2024-10-21,1464,464,928,3.1551724137931036,46,Deaseaed,No,Yes
All,All,All,2024-10-22,1462,1551,3102,0.9426176660219213,155,Expired CC,Yes,No
All,All,All,2024-10-23,1389,1592,7960,0.8724874371859297,159,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1302,624,5616,2.0865384615384617,62,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1098,2287,11435,0.480104940970704,228,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1170,1280,11520,0.9140625,128,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1057,685,3425,1.543065693430657,68,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1205,2002,6006,0.6018981018981019,200,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1362,2051,10255,0.6640663091175036,205,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1346,1010,5050,1.3326732673267327,101,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1195,1683,8415,0.7100415923945336,168,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1302,624,5616,2.0865384615384617,62,Expired CC,Yes,No
All,All,All,2024-10-17,1098,2287,11435,0.480104940970704,228,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1170,1280,11520,0.9140625,128,Expired CC,No,Yes
All,All,All,2024-10-19,1057,685,3425,1.543065693430657,68,Deaseaed,Yes,No
All,All,All,2024-10-20,1205,2002,6006,0.6018981018981019,200,Expired CC,Yes,Yes
All,All,All,2024-10-21,1362,2051,10255,0.6640663091175036,205,Deaseaed,No,Yes
All,All,All,2024-10-22,1346,1010,5050,1.3326732673267327,101,Expired CC,Yes,No
All,All,All,2024-10-23,1195,1683,8415,0.7100415923945336,168,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1384,2711,13555,0.5105127259313906,271,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1418,1398,8388,1.0143061516452074,139,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1353,1802,9010,0.7508324084350722,180,Expired CC,No,Yes
